Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Miguel Pabon","CHC","A",22,83,276,313,65,49,14,1,1,36,25,27,0,70,5,3,2,7,3,1,0.235507246,"sa3007977"
"Alex McKenna","HOU","AA,AAA",25,46,151,176,32,23,3,2,4,19,21,23,0,58,2,0,0,1,1,2,0.211920529,"sa3008003"
"Joe Gray Jr.","MIL","A+,AA",23,111,439,479,102,72,18,1,11,53,60,28,1,121,8,4,0,14,17,8,0.232346241,"sa3008005"
"Onix Vega","WSN","A+,AA,AAA",24,73,233,280,52,41,9,1,1,38,18,35,0,47,7,5,0,12,2,1,0.223175965,"sa3008007"
"Kyle Datres","COL","AA,AAA,CPX",27,100,346,419,85,58,10,4,13,60,54,59,2,107,11,3,0,9,24,4,0.245664739,"sa3008029"
"Josh Breaux","NYY","A+,AA,AAA",25,50,189,205,46,28,6,0,12,26,22,14,1,47,2,0,0,8,1,0,0.243386243,"sa3008051"
"Madison Stokes","PHI","AA",27,102,358,431,77,47,21,2,7,54,31,64,1,119,5,1,3,6,6,2,0.215083798,"sa3008076"
"Carlos Cortes","NYM","AAA",26,118,369,442,89,51,22,1,15,63,54,65,0,89,3,5,0,9,3,2,0.241192411,"sa3008079"
"Connor Scott","PIT","AA",23,74,260,289,51,30,14,4,3,28,37,25,0,65,0,4,0,0,10,4,0.196153846,"sa3008080"
"Osiris Johnson","MIA","A+",22,82,246,272,61,42,11,0,8,31,34,22,0,80,1,1,2,3,6,2,0.247967479,"sa3008110"
"Malcom Nunez","PIT","A,A+,AAA,CPX",22,78,277,317,69,49,12,0,8,36,45,28,0,70,10,2,0,7,0,2,0.249097472,"sa3008113"
"Cadyn Grenier","BAL","AAA",26,1,3,5,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,"sa3008140"
"Matt Pita","NYY","A,AA",26,14,42,51,9,5,0,1,3,8,11,5,0,10,3,1,0,2,0,1,0.214285714,"sa3008146"
"Miguel Vinicio","CLE","A",23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3008164"
"Samuel Perez","MIN","A",23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3008176"
"Hunter Stovall","COL","AAA",26,106,385,432,107,77,18,4,8,72,51,39,0,62,3,3,2,17,15,6,0.277922077,"sa3008181"
"Jimmy Herron","COL","AAA",26,128,456,539,135,85,27,4,19,106,83,69,1,103,9,5,0,7,33,5,0.296052631,"sa3008183"
"Cole Roederer","CHC","AA,AAA",23,93,317,372,79,54,10,2,13,43,53,45,0,104,4,6,0,2,10,2,0.249211356,"sa3008184"
"Korry Howell","SDP","AA,CPX",24,69,226,265,38,24,8,2,4,35,24,28,0,86,8,3,0,5,21,4,0.168141592,"sa3008238"
"Korey Holland","CLE","AA",23,80,283,326,67,39,17,4,7,35,39,37,1,105,3,2,1,5,12,3,0.236749116,"sa3008249"
"Charles Mack","MIN","A+",23,9,29,33,3,2,1,0,0,0,3,2,0,14,0,1,1,0,1,0,0.103448275,"sa3008250"
"Jax Biggers","TEX","AA,AAA",26,114,387,459,91,64,12,3,12,59,59,62,0,106,3,3,4,3,14,6,0.235142118,"sa3008251"
"Blake Rivera","SFG","AA",25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3008261"
"Caleb Knight","CHC","AA",27,17,47,61,13,11,1,0,1,10,4,11,0,11,3,0,0,0,0,0,0.276595744,"sa3008279"
"Andy Weber","CHC","AA",25,106,372,433,88,63,19,1,5,62,35,50,0,90,7,4,0,9,4,1,0.236559139,"sa3008282"
"Jaylen Palmer","NYM","A+,AA,AAA",22,122,388,464,67,42,11,1,13,62,42,62,0,183,8,5,1,3,30,8,0.172680412,"sa3008297"
"Ronny Simon","TBR","AA,AAA",23,128,480,553,120,78,25,4,13,82,56,61,0,118,5,6,1,6,31,12,0.25,"sa3008365"
"Eduar Segovia","PHI","A",22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3008374"
"JJ Schwarz","OAK","AA,AAA",27,76,268,307,59,40,11,0,8,30,39,38,0,79,1,0,0,2,0,2,0.220149253,"sa3008391"
"Alan Mejia","NYY","A",21,17,63,68,11,6,4,1,0,4,8,5,0,35,0,0,0,0,1,2,0.174603174,"sa3008420"
"Richard Guasch","WSN","AA",25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3008434"
"Jean Ramirez","KCR","A,A+",22,103,382,442,107,86,10,4,7,62,30,45,0,105,3,2,10,1,34,20,0.280104712,"sa3008452"
"Juan Mora","CHC","A,A+",23,48,170,194,43,31,8,1,3,20,27,13,0,34,6,5,0,4,8,7,0.252941176,"sa3008469"
"Zach Haake","PHI","AA",26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3008523"
"Miguel Ojeda Jr.","TEX","AAA,CPX",23,3,11,11,1,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0.09090909,"sa3008543"
"Omar Martinez","NYY","A",21,105,371,444,93,58,16,1,18,66,71,67,0,110,3,3,0,8,8,1,0.250673854,"sa3008573"
"Nick Decker","BOS","A+",23,68,211,246,46,21,14,4,7,37,24,28,0,83,6,1,0,1,8,3,0.218009478,"sa3008590"
"Victor Mesa","MIA","AA,AAA",26,13,37,40,7,6,0,0,1,6,5,2,0,5,1,0,0,1,2,1,0.189189189,"sa3008602"
"Wikelman Gonzalez","BOS","AA",21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3008687"
"Starlin Gill","LAA","A",23,9,11,13,2,2,0,0,0,1,2,1,0,6,1,0,0,0,1,0,0.181818181,"sa3008737"
"Felix Negueis","NYY","A",22,51,134,167,14,9,3,0,2,20,11,26,0,49,7,0,0,7,3,1,0.104477611,"sa3008739"
"Cesar Berbesi","NYM","A+,AA,AAA",23,62,182,220,39,29,7,2,1,36,17,35,0,78,2,1,0,3,12,3,0.214285714,"sa3008740"
"Diego Cartaya","LAD","AA",21,93,354,403,67,38,10,0,19,51,57,37,0,117,8,4,0,9,0,0,0.189265536,"sa3008742"
"Misael Urbina","MIN","A+",21,102,355,412,64,39,18,3,4,45,40,49,0,109,6,2,0,8,6,3,0.18028169,"sa3008743"
"Gabriel Rodriguez","CLE","AA",21,78,250,300,48,34,8,2,4,36,23,38,1,88,7,3,2,9,2,1,0.192,"sa3008744"
"Antonio Gomez","NYY","A+",21,86,322,354,76,54,18,1,3,34,33,21,0,112,5,3,0,7,1,1,0.236024844,"sa3008746"
"Jose De La Cruz","DET","A",21,89,325,381,79,53,14,0,12,53,51,46,1,120,5,5,0,7,2,3,0.243076923,"sa3008747"
"Alvin Guzman","ARI","A,CPX",21,100,357,407,83,58,12,4,9,52,51,45,0,154,3,1,1,4,35,5,0.232492997,"sa3008748"
"Eduarqui Fernandez","MIL","A,A+,CPX",21,71,229,263,53,36,12,1,4,35,22,30,0,96,3,1,0,2,13,4,0.231441048,"sa3008749"
"Adinso Reyes","DET","A,CPX",21,39,141,153,34,21,8,1,4,24,17,12,0,52,0,0,0,2,2,2,0.241134751,"sa3008750"
"Eduardo Garcia","MIL","A+",20,80,298,329,62,40,13,5,4,36,29,26,0,106,4,1,0,1,10,2,0.208053691,"sa3008751"
"Alexander Ramirez","LAA","A+",20,114,429,466,106,74,23,5,4,53,44,23,0,170,8,3,3,2,23,7,0.247086247,"sa3008757"
"Omar Florentino","KCR","A,CPX",21,41,120,134,19,12,5,2,0,12,9,10,0,36,1,1,2,2,6,4,0.158333333,"sa3008758"
"Juan Guerrero","COL","A+",21,112,441,488,113,79,22,6,6,62,59,32,0,70,8,6,1,9,14,7,0.256235827,"sa3008759"
"Warming Bernabel","COL","AA,CPX",21,91,335,358,79,52,18,1,8,39,36,16,0,74,6,1,0,8,2,0,0.235820895,"sa3008761"
"Estanli Castillo","TBR","A,CPX",21,40,137,154,28,20,6,0,2,19,16,16,0,49,1,0,0,2,2,0,0.204379562,"sa3008763"
"Victor Bericoto","SFG","A+,AA",21,122,456,513,124,72,22,3,27,76,86,43,0,114,1,11,2,14,1,1,0.271929824,"sa3008767"
"Dayan Frias","CLE","A+",21,100,338,397,88,56,19,2,11,43,49,51,1,83,2,5,1,6,8,3,0.260355029,"sa3008768"
"Cristian Gonzalez","HOU","CPX",21,7,25,27,7,3,2,0,2,6,5,2,0,1,0,0,0,1,0,0,0.28,"sa3008771"
"Frank Perez","HOU","A,CPX",21,25,61,69,9,7,1,0,1,5,2,5,0,37,3,0,0,0,1,0,0.147540983,"sa3008772"
"Yohander Martinez","MIN","A",21,48,126,161,33,26,5,0,2,21,21,28,2,35,5,2,0,3,1,2,0.261904761,"sa3008775"
"Yoander Rivero","WSN","A,A+",21,36,113,132,21,15,5,0,1,10,5,13,0,41,2,1,3,3,2,2,0.185840707,"sa3008782"
"Erick Tejeda","WSN","CPX",21,10,31,35,6,6,0,0,0,5,1,4,0,13,0,0,0,0,0,0,0.193548387,"sa3008783"
"Isaac De Leon","BAL","A+",21,102,331,393,67,45,15,2,5,41,30,48,0,124,8,2,4,6,9,3,0.202416918,"sa3008784"
"Cristhian Rodriguez","MIA","A,A+",21,85,233,264,47,32,8,5,2,29,26,23,0,88,5,2,1,2,8,2,0.201716738,"sa3008785"
"Gabriel Moncada","SEA","A",21,97,362,424,93,55,25,1,12,68,60,51,0,112,7,4,0,6,1,1,0.256906077,"sa3008789"
"Ricardo Caldera","ARI","CPX",21,18,45,50,11,10,1,0,0,2,4,4,0,17,1,0,0,0,1,0,0.244444444,"sa3008791"
"Jeferson Espinal","TEX","A",21,5,16,18,1,1,0,0,0,0,0,1,0,9,1,0,0,0,1,1,0.0625,"sa3008793"
"Luis Rubio","ARI","A,CPX",21,46,117,143,21,18,2,1,0,11,13,22,0,32,2,1,1,4,4,1,0.179487179,"sa3008797"
"Albert Feliz","BOS","A",21,90,297,333,72,44,17,1,10,39,45,29,0,121,4,3,0,7,0,0,0.242424242,"sa3008799"
"Victor Diaz","HOU","CPX",21,29,93,106,21,10,6,0,5,12,23,9,0,27,1,3,0,1,2,0,0.225806451,"sa3008801"
"Bryan Gonzalez","BOS","A+",21,110,408,448,103,70,15,7,11,68,56,35,1,149,4,1,0,8,15,8,0.25245098,"sa3008805"
"Elio Prado","BAL","A,A+",21,106,381,442,94,63,15,4,12,62,40,44,0,83,13,3,1,5,13,9,0.24671916,"sa3008807"
"Noelberth Romero","BAL","A,A+,AA,AAA",21,93,321,351,66,43,15,0,8,33,35,24,0,78,3,3,0,5,14,5,0.205607476,"sa3008808"
"Anthony Espinoza","CHW","CPX",21,3,8,8,2,2,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0.25,"sa3008812"
"Ilvin Fernandez","CIN","A+,AA",21,10,21,22,6,5,1,0,0,6,6,0,0,8,0,0,1,0,0,0,0.285714285,"sa3008815"
"Lazaro Benitez","DET","A,A+,CPX",23,55,198,216,53,38,14,0,1,18,20,12,0,39,2,4,0,5,0,0,0.267676767,"sa3008819"
"Jose Dilone","ATL","A,CPX",22,33,106,128,31,24,3,2,2,19,18,20,0,41,2,0,0,0,5,1,0.29245283,"sa3008820"
"Francisco Floyd","ATL","A,CPX",21,64,184,221,36,26,4,2,4,31,15,34,0,84,0,3,0,3,15,5,0.195652173,"sa3008821"
"Alexander Then","ATL","A,CPX",21,16,44,51,3,3,0,0,0,4,1,6,0,22,1,0,0,2,0,0,0.068181818,"sa3008822"
"Jauri Custodio","PIT","A,CPX",21,41,124,149,30,19,6,4,1,25,15,19,0,30,5,1,0,0,8,3,0.241935483,"sa3008823"
"Aiverson Rodriguez","COL","A+,CPX",21,22,62,74,16,15,0,1,0,10,10,11,0,16,0,1,0,3,0,1,0.258064516,"sa3008824"
"Luis Pineda","CHW","A,CPX",21,44,150,169,30,20,5,0,5,15,22,15,1,54,2,0,0,5,1,3,0.2,"sa3008826"
"Angel Cruz","DET","DSL",21,43,140,163,44,29,9,0,6,26,28,12,0,30,7,4,0,3,7,3,0.314285714,"sa3008831"
"Geury Estevez","DET","DSL",21,51,154,180,48,38,5,3,2,28,23,20,0,23,4,2,0,5,3,0,0.311688311,"sa3008832"
"Wilmin Candelario","KCR","A,CPX",21,28,64,74,9,5,3,0,1,8,3,8,0,36,1,1,0,1,4,1,0.140625,"sa3008834"
"Ricardo Balogh","HOU","A",20,89,307,346,74,53,12,3,6,37,31,33,1,93,2,4,0,8,3,0,0.241042345,"sa3008835"
"Brainer Bonaci","BOS","A+,AA",20,79,317,350,94,64,18,1,11,44,45,30,0,80,0,3,0,3,7,4,0.296529968,"sa3008836"
"Jaswel De Los Santos","KCR","CPX",21,8,23,29,3,2,1,0,0,6,0,6,0,10,0,0,0,1,3,0,0.130434782,"sa3008838"
"Dionmy Salon","KCR","A",21,74,243,280,56,46,8,0,2,31,18,27,0,68,9,0,1,5,3,4,0.230452674,"sa3008839"
"Alex De Jesus","TOR","A+",21,82,294,344,73,38,17,7,11,56,59,40,1,91,4,6,0,3,5,4,0.248299319,"sa3008842"
"Jose Ramos","LAD","AA",22,113,416,485,100,68,13,0,19,55,68,54,0,140,7,6,2,9,7,2,0.240384615,"sa3008845"
"Jhonnys Cabrera","MIL","A",21,12,29,33,2,1,1,0,0,0,0,3,0,19,1,0,0,0,0,0,0.068965517,"sa3008847"
"Alexander Vargas","NYY","A+",21,103,418,447,86,53,18,6,9,56,53,24,0,116,1,4,0,4,16,6,0.205741626,"sa3008851"
"Danyer Sanabria","ARI","A",21,58,172,191,41,27,9,3,2,29,24,16,0,55,0,0,3,6,2,1,0.238372093,"sa3008853"
"Rothaikeg Seijas","KCR","CPX",20,15,40,52,8,3,3,0,2,5,6,10,0,14,1,1,0,0,1,1,0.2,"sa3008859"
"Gabriel Martinez","TOR","A+",20,109,409,448,99,71,14,2,12,58,49,31,0,74,4,3,0,18,2,2,0.242053789,"sa3008865"
"Jesus Parra","MIL","A",20,45,153,164,36,21,12,1,2,17,31,7,0,56,3,1,0,3,1,1,0.235294117,"sa3008867"
"Brayan Buelvas","OAK","A,A+,AA",21,106,386,441,87,51,19,5,12,55,62,45,0,110,5,4,1,8,31,4,0.225388601,"sa3008868"
"Nelson Beltran","OAK","A,CPX",21,58,179,214,33,23,8,1,1,30,14,29,0,70,5,1,0,2,6,3,0.184357541,"sa3008874"
"J.J. D'Orazio","ARI","A+,AA",21,104,398,441,110,74,23,4,9,53,50,35,0,89,1,5,1,9,2,0,0.276381909,"sa3008876"
"Euribiel Angeles","OAK","A+,AA",21,116,419,438,113,84,18,4,7,43,51,12,0,58,2,3,2,8,21,3,0.269689737,"sa3008877"
"Maikol Escotto","PIT","A+",21,89,314,343,67,43,14,2,8,49,38,22,0,92,4,2,1,5,10,5,0.213375796,"sa3008878"
"Deivis Nadal","PIT","A",21,101,260,318,55,30,15,2,8,51,39,48,1,105,5,1,4,0,33,4,0.211538461,"sa3008879"
"Mauro Bonifacio","NYY","CPX",21,8,15,19,3,2,1,0,0,3,2,3,0,11,1,0,0,0,0,0,0.2,"sa3008881"
"Milkar Perez","SEA","A",21,94,319,382,87,59,26,1,1,44,39,50,1,93,8,5,0,7,2,0,0.272727272,"sa3008883"
"Efrenyer Narvaez","TEX","A+",20,7,16,18,1,0,0,0,1,2,1,1,0,6,1,0,0,1,0,0,0.0625,"sa3008885"
"Jose Escorche","OAK","A",21,67,233,252,58,47,10,0,1,37,23,15,0,57,2,2,0,3,14,4,0.248927038,"sa3008886"
"Cristopher Barete","TBR","A",21,103,330,370,83,67,12,2,2,46,33,31,0,95,2,2,5,4,25,8,0.251515151,"sa3008887"
"Albert Fabian","SDP","A,A+",21,103,376,423,91,49,25,1,16,54,72,32,2,91,8,7,0,12,2,1,0.242021276,"sa3008888"
"Alexander Mojica","PIT","A",20,56,183,216,40,21,13,0,6,24,25,29,0,61,4,0,0,1,2,1,0.218579234,"sa3008889"
"Marcos Cabrera","NYY","A+",21,65,226,250,48,30,10,2,6,22,25,23,0,82,1,0,0,1,5,2,0.21238938,"sa3008890"
"Angel Geraldo","WSN","CPX",22,19,54,58,10,7,2,1,0,8,6,2,0,7,2,0,0,0,1,0,0.185185185,"sa3008891"
"Juan Jerez","PIT","A,CPX",21,36,107,139,24,14,7,1,2,25,17,26,0,38,2,4,0,4,16,4,0.224299065,"sa3008892"
"Charlis Aquino","SDP","A",21,78,211,244,50,43,5,0,2,31,27,22,0,71,2,1,8,3,11,6,0.236966824,"sa3008895"
"Rayner Santana","SFG","A,CPX",20,21,54,67,10,4,3,0,3,8,14,7,0,24,3,3,0,3,0,0,0.185185185,"sa3008897"
"Victor Duarte","SDP","A",22,57,161,200,37,28,7,1,1,30,26,28,0,32,5,4,0,3,4,0,0.229813664,"sa3008904"
"Leandro Pineda","PHI","A+",21,107,370,431,90,58,20,3,9,52,67,48,2,102,8,5,0,5,6,2,0.243243243,"sa3008905"
"Rodolfo Nolasco","PIT","A",21,102,359,444,77,36,21,0,20,59,72,71,0,152,8,6,0,10,11,3,0.214484679,"sa3008907"
"Leonel Callez","ATL","CPX",22,10,16,19,3,2,0,0,1,4,5,3,0,5,0,0,0,0,0,0,0.1875,"sa3008912"
"Luis Tejeda","PIT","CPX",20,11,15,22,2,2,0,0,0,2,1,5,0,3,2,0,0,1,1,0,0.133333333,"sa3008913"
"Felix Salguera","TBR","CPX",21,5,13,16,5,4,1,0,0,3,1,2,0,0,1,0,0,0,0,0,0.384615384,"sa3008914"
"Alexander Suarez","SFG","A",21,99,363,404,89,67,11,5,6,55,39,22,0,110,14,4,1,4,22,5,0.245179063,"sa3008915"
"Jesus Rodriguez","NYY","A,A+",21,109,393,460,122,89,20,4,9,66,62,55,1,70,6,5,0,12,21,4,0.310432569,"sa3008916"
"Junior Calderon","KCR","A",21,30,94,110,15,9,3,2,1,6,5,16,0,39,0,0,0,3,3,2,0.159574468,"sa3008919"
"Ronny Sanchez","PIT","CPX",20,9,8,14,1,1,0,0,0,1,1,5,0,3,1,0,0,0,0,0,0.125,"sa3008922"
"Adony Mejia","PHI","A",22,1,3,4,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,"sa3008924"
"Jorge Burgos","CLE","A+",21,94,323,370,77,54,15,1,7,40,46,42,0,84,3,2,0,6,0,3,0.238390092,"sa3008929"
"Lizardo Ruiz","CHC","CPX",20,13,30,33,8,6,2,0,0,3,1,2,0,10,1,0,0,2,0,1,0.266666666,"sa3008930"
"Jose  Estrada","MIA","A+,AA,CPX",23,7,21,24,6,3,3,0,0,3,4,2,0,6,0,1,0,2,0,0,0.285714285,"sa3008933"
"Jeremy Celedonio","ATL","A",21,87,293,356,55,31,7,0,17,41,46,56,0,155,7,0,0,3,11,5,0.18771331,"sa3008936"
"Dyron Campos","NYM","A,A+,CPX",22,60,182,199,33,21,5,2,5,25,25,10,0,56,7,0,0,4,8,1,0.181318681,"sa3008937"
"Omar De Los Santos","NYM","A+",23,98,368,400,76,53,15,1,7,47,38,20,0,144,8,3,1,3,37,13,0.206521739,"sa3008938"
"Wilber Sanchez","CHW","A,A+",21,91,268,316,54,38,12,2,2,45,39,40,0,75,4,2,2,4,28,9,0.201492537,"sa3008941"
"Geraldo Quintero","ATL","A+",21,112,406,472,102,83,11,5,3,54,41,55,0,88,4,1,1,9,29,13,0.251231527,"sa3008942"
"Jose Hernandez","NYM","A",21,41,125,157,25,15,3,1,6,23,15,25,0,51,6,1,0,3,3,0,0.2,"sa3008943"
"Carlos Mendoza","DET","A,A+",23,69,211,273,53,44,7,1,1,37,22,48,0,43,5,3,6,3,8,6,0.251184834,"sa3008944"
"Felix Stevens","CHC","A,A+",23,119,418,472,110,54,28,1,27,66,72,46,0,151,7,1,0,4,8,3,0.263157894,"sa3008946"
"Michael Mantecon","BAL","A,A+,AA,AAA,CPX",21,11,20,25,3,3,0,0,0,2,2,3,0,7,1,1,0,1,0,0,0.15,"sa3008949"
"Natanael Santana","LAA","A,CPX",21,38,109,129,23,17,2,2,2,18,11,15,0,50,5,0,0,0,5,1,0.211009174,"sa3008950"
"Stiven Acevedo","BAL","A",20,102,394,434,94,58,18,4,14,52,52,35,0,130,3,2,0,7,33,11,0.23857868,"sa3008952"
"Rubel Cespedes","MIN","A",22,115,420,476,98,57,26,2,13,62,74,50,1,101,1,5,0,8,3,1,0.233333333,"sa3008953"
"Carlos Dominguez","NYM","A,A+,CPX",23,47,163,188,37,23,5,2,7,25,31,17,0,62,6,2,0,4,6,3,0.226993865,"sa3009191"
"Eduardo Lopez","BOS","A+",21,79,268,315,70,48,16,1,5,48,45,42,0,81,0,5,0,2,12,2,0.261194029,"sa3009275"
"Agustin Ramirez","NYY","A,A+,AA",21,114,424,492,115,73,24,0,18,73,69,61,2,85,3,4,0,12,12,4,0.271226415,"sa3009276"
"Miguel Palma","HOU","A+,CPX",21,68,256,290,73,51,15,0,7,34,46,23,0,55,3,8,0,5,3,1,0.28515625,"sa3009279"
"Jeisel Acosta","WSN","CPX",21,16,38,41,5,2,2,0,1,3,7,2,0,13,1,0,0,1,0,0,0.131578947,"sa3009281"
"Freddy Guilamo","HOU","A+,CPX",22,26,74,82,17,11,3,0,3,9,12,7,0,33,1,0,0,1,0,0,0.229729729,"sa3009297"
"Dayro Perez","NYY","A,CPX",21,50,174,199,29,21,6,1,1,22,13,18,0,69,5,2,0,2,10,3,0.166666666,"sa3009299"
"Jose Colmenares","NYY","A",21,26,78,100,19,8,4,0,7,21,19,20,0,25,2,0,0,2,2,1,0.243589743,"sa3009309"
"Jose Caguana","SEA","CPX",21,37,112,125,32,21,4,2,5,21,15,10,0,49,1,2,0,2,5,0,0.285714285,"sa3009310"
"Rayber Romero","PIT","A,CPX",21,35,47,61,6,5,0,1,0,10,2,10,0,19,3,0,1,1,1,1,0.127659574,"sa3009316"
"Luis Hernandez","PIT","A,A+,AAA",22,16,42,54,9,7,2,0,0,7,10,10,0,18,1,1,0,0,0,0,0.214285714,"sa3009318"
"Kelvin Espino","NYY","CPX",21,20,55,72,11,6,5,0,0,7,6,16,0,22,0,1,0,1,1,0,0.2,"sa3009321"
"Rafael Escalante","PIT","CPX",21,34,90,115,23,17,4,0,2,22,16,23,0,15,1,1,0,2,1,1,0.255555555,"sa3009322"
"Darlyn Montero","OAK","A,CPX",21,61,226,252,56,38,9,6,3,43,41,19,0,68,4,3,0,5,9,0,0.24778761,"sa3009324"
"Yorberto Mejicano","BOS","A",22,61,194,223,52,36,9,2,5,34,25,23,0,42,3,3,0,3,6,3,0.268041237,"sa3009328"
"Frank Rodriguez","LAD","A,A+",21,46,147,164,25,14,7,0,4,18,20,10,0,36,4,3,0,3,0,0,0.170068027,"sa3009330"
"Geovanny Planchart","PIT","A",21,87,266,317,59,40,15,1,3,40,42,47,0,69,2,2,0,8,4,1,0.221804511,"sa3009334"
"Fernando Diaz","STL","CPX",21,11,30,33,4,3,0,0,1,2,4,3,0,12,0,0,0,0,0,0,0.133333333,"sa3009338"
"Roblin Heredia","STL","CPX",20,12,18,23,1,1,0,0,0,1,1,4,0,9,0,1,0,0,0,0,0.055555555,"sa3009341"
"Cesar Calderon","DET","CPX",21,20,53,63,9,7,1,0,1,5,8,8,0,22,2,0,0,1,0,0,0.16981132,"sa3009344"
"Rafael Morel","CHC","A",21,94,334,391,88,71,10,0,7,63,30,50,0,94,6,1,0,5,16,9,0.263473053,"sa3009534"
"Eddinson Paulino","BOS","A+",20,115,440,500,113,69,28,4,12,68,58,50,0,113,6,4,0,6,26,8,0.256818181,"sa3009538"
"Yohendrick Pinango","CHC","A+",21,104,392,439,97,71,18,2,6,46,45,40,2,72,2,5,0,7,15,6,0.247448979,"sa3009539"
"Isaac Bellony","BAL","A,A+,AA,AAA",21,67,217,245,47,26,14,4,3,17,25,18,0,97,5,5,0,1,2,1,0.216589861,"sa3009542"
"Josttin Diaz","SDP","CPX",21,9,29,32,4,2,2,0,0,3,6,3,0,17,0,0,0,0,1,1,0.137931034,"sa3009544"
"Ronaldo Flores","LAA","A",21,83,297,320,79,55,19,1,4,30,28,20,0,68,2,1,0,9,1,1,0.265993265,"sa3009551"
"Matheus Lelis","OAK","DSL",21,18,47,58,7,6,1,0,0,4,9,6,0,15,4,1,0,1,1,0,0.14893617,"sa3009556"
"Nelson Quiroz","LAD","CPX",21,3,8,11,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,"sa3009565"
"Luis Chevalier","CIN","A+,CPX",21,32,78,100,23,18,3,0,2,12,14,21,0,16,0,1,0,0,5,4,0.294871794,"sa3009641"
"Ruben Benavides","CHW","CPX",21,12,26,29,4,3,1,0,0,1,1,3,0,12,0,0,0,0,0,0,0.153846153,"sa3009652"
"Luis Castillo","NYM","A,CPX",21,38,69,84,12,8,1,1,2,9,4,15,0,27,0,0,0,1,3,0,0.173913043,"sa3009761"
"Enoy Jimenez","CHW","CPX",22,14,35,41,3,3,0,0,0,6,0,4,0,9,0,0,2,1,2,1,0.085714285,"sa3009762"
"Sergio Tapia","DET","A",20,34,102,124,18,11,5,0,2,15,16,17,0,21,4,0,1,1,1,1,0.176470588,"sa3009763"
"Juan Pizarro","TOR","CPX",21,15,34,44,5,4,1,0,0,4,1,7,0,9,1,0,2,0,4,1,0.147058823,"sa3009793"
"Angeudis Santos","MIA","A+,AAA,CPX",21,23,30,42,6,5,0,0,1,13,5,11,0,10,0,1,0,0,1,0,0.2,"sa3009794"
"Juan Brito","CLE","A+,AA,AAA",21,127,461,555,125,79,31,1,14,76,75,78,1,88,6,9,1,10,7,8,0.271149674,"sa3009808"
"Jose Colmenares","WSN","A,CPX",20,22,66,79,15,8,4,0,3,7,20,8,0,15,3,1,1,1,0,1,0.227272727,"sa3009817"
"Luis Vega","HOU","CPX",21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sa3009830"
"Sergio Campana","PIT","A,CPX",21,28,77,100,16,10,4,2,0,23,5,19,0,31,4,0,0,2,11,1,0.207792207,"sa3009834"
"Brandon Hernandez","STL","A",21,51,148,172,33,27,6,0,0,15,10,22,0,42,0,0,2,4,0,2,0.222972972,"sa3009835"
"Kenedy Corona","HOU","A+,AA",23,117,459,520,115,68,21,4,22,70,65,52,1,136,5,3,1,12,32,10,0.250544662,"sa3009845"
"Evan Edwards","TBR","AA,AAA",26,106,338,399,85,50,13,6,16,43,69,51,0,128,6,4,0,6,17,1,0.251479289,"sa3009866"
"Morgan McCullough","KCR","AA,AAA",25,86,286,341,70,42,18,3,7,45,31,39,1,94,10,6,0,5,11,3,0.244755244,"sa3009868"
"Will Wilson","SFG","AA,AAA",24,128,443,496,101,66,16,1,18,65,66,41,0,114,3,4,5,14,4,2,0.22799097,"sa3009871"
"Tanner Morris","TOR","AAA",25,96,345,411,97,70,21,0,6,48,50,61,1,81,2,2,0,8,1,1,0.28115942,"sa3009873"
"Trevor Schwecke","TOR","AA,AAA",25,87,295,349,82,54,19,1,8,48,42,38,1,74,7,3,0,6,13,2,0.277966101,"sa3009874"
"J.D. Orr","MIA","AA",26,50,137,171,27,24,2,1,0,25,10,28,0,41,4,1,1,1,13,4,0.197080291,"sa3009875"
"Luke Ritter","NYM","AA,AAA",26,107,369,450,90,52,10,1,27,68,64,67,2,137,10,3,1,8,5,1,0.243902439,"sa3009878"
"Will Robertson","TOR","AA",25,103,363,412,89,42,25,3,19,60,57,40,0,109,4,5,0,6,9,3,0.245179063,"sa3009879"
"Patrick Frick","SEA","AA",26,31,102,114,28,22,6,0,0,15,9,5,0,22,4,3,0,2,2,1,0.274509803,"sa3009891"
